Código,Descrição,Departamento,Categoria/Setor,Marca,Famlíia,Código do Fabricante,Código de Barras,SKU Monitorado,Website Monitorado,URL Produto Monitorado,Data,Média Preço Normal,Média Preço Oferta,Leituras,Leituras com disponibilidade,URL Monitor,Desvio Média Preço %,Marca Target
463478,Café Torrado e Moído a Vácuo Tradicional 3 Corações Pacote 500g,Alimentos,Básico da despensa,pa,,,7896005800188,463478,www.paodeacucar.com,https://www.paodeacucar.com/produto/101961,2026-03-07,27.99,27.99,24,11,https://monitor.precifica.com.br/index.php/Produtos?act=edit&id=15847436,,False
463478,Café Torrado e Moído a Vácuo Tradicional 3 Corações Pacote 500g,Alimentos,Básico da despensa,pa,,,7896005800188,463478,www.paodeacucar.com,https://www.paodeacucar.com/produto/101961,2026-03-06,31.67,31.67,24,19,https://monitor.precifica.com.br/index.php/Produtos?act=edit&id=15847436,,False
1038722,Café Torrado e Moído a Vácuo Extraforte Pilão Pacote 500g,Alimentos,Básico da despensa,pa,,,7896089013405,1038722,www.paodeacucar.com,https://www.paodeacucar.com/produto/292183/cafe-torrado-e-moido-a-vacuo-extraforte-pilao-pacote-500g,2026-03-08,27.49,27.49,22,22,https://monitor.precifica.com.br/index.php/Produtos?act=edit&id=15969083,28.4,False
1038722,Café Torrado e Moído a Vácuo Extraforte Pilão Pacote 500g,Alimentos,Básico da despensa,pa,,,7896089013405,1038722,www.paodeacucar.com,https://www.paodeacucar.com/produto/292183/cafe-torrado-e-moido-a-vacuo-extraforte-pilao-pacote-500g,2026-03-07,27.49,27.49,24,24,https://monitor.precifica.com.br/index.php/Produtos?act=edit&id=15969083,28.4,False
1038722,Café Torrado e Moído a Vácuo Extraforte Pilão Pacote 500g,Alimentos,Básico da despensa,pa,,,7896089013405,1038722,www.paodeacucar.com,https://www.paodeacucar.com/produto/292183/cafe-torrado-e-moido-a-vacuo-extraforte-pilao-pacote-500g,2026-03-06,28.44,28.44,24,20,https://monitor.precifica.com.br/index.php/Produtos?act=edit&id=15969083,32.84,False
798341,Café Solúvel NESCAFÉ Matinal 100g,Alimentos,Básico da despensa,pa,,,7891000315507,798341,www.paodeacucar.com,https://www.paodeacucar.com/produto/137096/cafe-soluvel-nescafe-matinal-100g,2026-03-08,27.19,27.19,22,22,https://monitor.precifica.com.br/index.php/Produtos?act=edit&id=15969023,,False
798341,Café Solúvel NESCAFÉ Matinal 100g,Alimentos,Básico da despensa,pa,,,7891000315507,798341,www.paodeacucar.com,https://www.paodeacucar.com/produto/137096/cafe-soluvel-nescafe-matinal-100g,2026-03-07,31.62,31.62,24,23,https://monitor.precifica.com.br/index.php/Produtos?act=edit&id=15969023,,False
798341,Café Solúvel NESCAFÉ Matinal 100g,Alimentos,Básico da despensa,pa,,,7891000315507,798341,www.paodeacucar.com,https://www.paodeacucar.com/produto/137096/cafe-soluvel-nescafe-matinal-100g,2026-03-06,30.31,30.31,24,24,https://monitor.precifica.com.br/index.php/Produtos?act=edit&id=15969023,,False
250672,Café Solúvel Granulado Extraforte Nescafé Original Vidro 100g,Alimentos,Básico da despensa,pa,,,7891000300503,250672,www.paodeacucar.com,https://www.paodeacucar.com/produto/152381/cafe-soluvel-granulado-extraforte-nescafe-original-vidro-100g,2026-03-08,27.19,27.19,22,22,https://monitor.precifica.com.br/index.php/Produtos?act=edit&id=15968936,,False
250672,Café Solúvel Granulado Extraforte Nescafé Original Vidro 100g,Alimentos,Básico da despensa,pa,,,7891000300503,250672,www.paodeacucar.com,https://www.paodeacucar.com/produto/152381/cafe-soluvel-granulado-extraforte-nescafe-original-vidro-100g,2026-03-07,31.16,31.16,24,24,https://monitor.precifica.com.br/index.php/Produtos?act=edit&id=15968936,,False
250672,Café Solúvel Granulado Extraforte Nescafé Original Vidro 100g,Alimentos,Básico da despensa,pa,,,7891000300503,250672,www.paodeacucar.com,https://www.paodeacucar.com/produto/152381/cafe-soluvel-granulado-extraforte-nescafe-original-vidro-100g,2026-03-06,30.44,30.44,24,23,https://monitor.precifica.com.br/index.php/Produtos?act=edit&id=15968936,,False
561495,Café Torrado e Moído Tradicional Melitta Caixa 500g,Alimentos,Básico da despensa,pa,,,7891021006125,561495,www.paodeacucar.com,https://www.paodeacucar.com/produto/37565/cafe-torrado-e-moido-tradicional-melitta-caixa-500g,2026-03-08,38.99,38.99,22,11,https://monitor.precifica.com.br/index.php/Produtos?act=edit&id=15968989,,False
561495,Café Torrado e Moído Tradicional Melitta Caixa 500g,Alimentos,Básico da despensa,pa,,,7891021006125,561495,www.paodeacucar.com,https://www.paodeacucar.com/produto/37565/cafe-torrado-e-moido-tradicional-melitta-caixa-500g,2026-03-07,38.99,38.99,24,15,https://monitor.precifica.com.br/index.php/Produtos?act=edit&id=15968989,,False
561495,Café Torrado e Moído Tradicional Melitta Caixa 500g,Alimentos,Básico da despensa,pa,,,7891021006125,561495,www.paodeacucar.com,https://www.paodeacucar.com/produto/37565/cafe-torrado-e-moido-tradicional-melitta-caixa-500g,2026-03-06,38.99,38.99,24,13,https://monitor.precifica.com.br/index.php/Produtos?act=edit&id=15968989,,False
1042369,Café em Cápsula Torrado e Moído Espresso Vibrante Tres Caixa 80g 10 Unidades,Alimentos,Básico da despensa,pa,,,7896005805015,1042369,www.paodeacucar.com,https://www.paodeacucar.com/produto/302325/cafe-em-capsula-torrado-e-moido-espresso-vibrante-tres-caixa-80g-10-unidades,2026-03-08,26.99,26.99,22,11,https://monitor.precifica.com.br/index.php/Produtos?act=edit&id=15969093,50.03,False
1042369,Café em Cápsula Torrado e Moído Espresso Vibrante Tres Caixa 80g 10 Unidades,Alimentos,Básico da despensa,pa,,,7896005805015,1042369,www.paodeacucar.com,https://www.paodeacucar.com/produto/302325/cafe-em-capsula-torrado-e-moido-espresso-vibrante-tres-caixa-80g-10-unidades,2026-03-07,26.99,26.99,24,19,https://monitor.precifica.com.br/index.php/Produtos?act=edit&id=15969093,50.03,False
1042369,Café em Cápsula Torrado e Moído Espresso Vibrante Tres Caixa 80g 10 Unidades,Alimentos,Básico da despensa,pa,,,7896005805015,1042369,www.paodeacucar.com,https://www.paodeacucar.com/produto/302325/cafe-em-capsula-torrado-e-moido-espresso-vibrante-tres-caixa-80g-10-unidades,2026-03-06,26.99,26.99,24,9,https://monitor.precifica.com.br/index.php/Produtos?act=edit&id=15969093,50.03,False
1042366,Café em Cápsula Torrado e Moído Espresso Supremo 3 Corações Caixa 10 Unidades 8g Cada,Alimentos,Básico da despensa,pa,,,7896005805008,1042366,www.paodeacucar.com,https://www.paodeacucar.com/produto/297372/cafe-em-capsula-torrado-e-moido-espresso-supremo-3-coracoes-caixa-10-unidades-8g-cada,2026-03-08,26.99,26.99,22,16,https://monitor.precifica.com.br/index.php/Produtos?act=edit&id=15969091,50.03,False
1042366,Café em Cápsula Torrado e Moído Espresso Supremo 3 Corações Caixa 10 Unidades 8g Cada,Alimentos,Básico da despensa,pa,,,7896005805008,1042366,www.paodeacucar.com,https://www.paodeacucar.com/produto/297372/cafe-em-capsula-torrado-e-moido-espresso-supremo-3-coracoes-caixa-10-unidades-8g-cada,2026-03-07,26.99,26.99,24,18,https://monitor.precifica.com.br/index.php/Produtos?act=edit&id=15969091,50.03,False
1042366,Café em Cápsula Torrado e Moído Espresso Supremo 3 Corações Caixa 10 Unidades 8g Cada,Alimentos,Básico da despensa,pa,,,7896005805008,1042366,www.paodeacucar.com,https://www.paodeacucar.com/produto/297372/cafe-em-capsula-torrado-e-moido-espresso-supremo-3-coracoes-caixa-10-unidades-8g-cada,2026-03-06,23.96,23.96,24,7,https://monitor.precifica.com.br/index.php/Produtos?act=edit&id=15969091,33.19,False
1042611,Café em Cápsula Torrado e Moído Espresso Descafeinado Tres Caixa 80g 10 Unidades,Alimentos,Básico da despensa,pa,,,7896005805022,1042611,www.paodeacucar.com,https://www.paodeacucar.com/produto/302305/cafe-em-capsula-torrado-e-moido-espresso-descafeinado-tres-caixa-80g-10-unidades,2026-03-08,26.99,26.99,22,22,https://monitor.precifica.com.br/index.php/Produtos?act=edit&id=15969097,50.03,False
1042611,Café em Cápsula Torrado e Moído Espresso Descafeinado Tres Caixa 80g 10 Unidades,Alimentos,Básico da despensa,pa,,,7896005805022,1042611,www.paodeacucar.com,https://www.paodeacucar.com/produto/302305/cafe-em-capsula-torrado-e-moido-espresso-descafeinado-tres-caixa-80g-10-unidades,2026-03-07,26.99,26.99,24,24,https://monitor.precifica.com.br/index.php/Produtos?act=edit&id=15969097,50.03,False
1042611,Café em Cápsula Torrado e Moído Espresso Descafeinado Tres Caixa 80g 10 Unidades,Alimentos,Básico da despensa,pa,,,7896005805022,1042611,www.paodeacucar.com,https://www.paodeacucar.com/produto/302305/cafe-em-capsula-torrado-e-moido-espresso-descafeinado-tres-caixa-80g-10-unidades,2026-03-06,26.99,26.99,24,24,https://monitor.precifica.com.br/index.php/Produtos?act=edit&id=15969097,50.03,False
1042367,Café em Cápsula Torrado e Moído Espresso Pleno Tres Caixa 80g 10 Unidades,Alimentos,Básico da despensa,pa,,,7896005804995,1042367,www.paodeacucar.com,https://www.paodeacucar.com/produto/302245/cafe-em-capsula-torrado-e-moido-espresso-pleno-tres-caixa-80g-10-unidades,2026-03-08,26.99,26.99,22,12,https://monitor.precifica.com.br/index.php/Produtos?act=edit&id=15969092,50.03,False
1042367,Café em Cápsula Torrado e Moído Espresso Pleno Tres Caixa 80g 10 Unidades,Alimentos,Básico da despensa,pa,,,7896005804995,1042367,www.paodeacucar.com,https://www.paodeacucar.com/produto/302245/cafe-em-capsula-torrado-e-moido-espresso-pleno-tres-caixa-80g-10-unidades,2026-03-07,26.99,26.99,24,19,https://monitor.precifica.com.br/index.php/Produtos?act=edit&id=15969092,50.03,False
1042367,Café em Cápsula Torrado e Moído Espresso Pleno Tres Caixa 80g 10 Unidades,Alimentos,Básico da despensa,pa,,,7896005804995,1042367,www.paodeacucar.com,https://www.paodeacucar.com/produto/302245/cafe-em-capsula-torrado-e-moido-espresso-pleno-tres-caixa-80g-10-unidades,2026-03-06,24.31,24.31,24,5,https://monitor.precifica.com.br/index.php/Produtos?act=edit&id=15969092,35.13,False
1076459,Café Torrado e Moído Tradicional MELITTA Pacote 500g,Alimentos,Básico da despensa,pa,,,7891021005043,1076459,www.paodeacucar.com,https://www.paodeacucar.com/produto/322383/cafe-torrado-e-moido-tradicional-melitta-pacote-500g,2026-03-08,38.99,38.99,22,21,https://monitor.precifica.com.br/index.php/Produtos?act=edit&id=15969161,94.37,False
1076459,Café Torrado e Moído Tradicional MELITTA Pacote 500g,Alimentos,Básico da despensa,pa,,,7891021005043,1076459,www.paodeacucar.com,https://www.paodeacucar.com/produto/322383/cafe-torrado-e-moido-tradicional-melitta-pacote-500g,2026-03-07,38.99,38.99,24,24,https://monitor.precifica.com.br/index.php/Produtos?act=edit&id=15969161,94.37,False
1076459,Café Torrado e Moído Tradicional MELITTA Pacote 500g,Alimentos,Básico da despensa,pa,,,7891021005043,1076459,www.paodeacucar.com,https://www.paodeacucar.com/produto/322383/cafe-torrado-e-moido-tradicional-melitta-pacote-500g,2026-03-06,38.99,38.99,24,23,https://monitor.precifica.com.br/index.php/Produtos?act=edit&id=15969161,94.37,False
1130391,Café em Cápsula Torrado e Moído Lungo Espresso L\'or Caixa 52g 10 Unidades,Alimentos,Básico da despensa,pa,,,7896089088335,1130391,www.paodeacucar.com,https://www.paodeacucar.com/produto/389387/cafe-em-capsula-torrado-e-moido-lungo-espresso-lor-caixa-52g-10-unidades,2026-03-08,30.99,30.99,22,22,https://monitor.precifica.com.br/index.php/Produtos?act=edit&id=15969277,,False
1130391,Café em Cápsula Torrado e Moído Lungo Espresso L\'or Caixa 52g 10 Unidades,Alimentos,Básico da despensa,pa,,,7896089088335,1130391,www.paodeacucar.com,https://www.paodeacucar.com/produto/389387/cafe-em-capsula-torrado-e-moido-lungo-espresso-lor-caixa-52g-10-unidades,2026-03-07,30.99,30.99,24,24,https://monitor.precifica.com.br/index.php/Produtos?act=edit&id=15969277,,False
1130391,Café em Cápsula Torrado e Moído Lungo Espresso L\'or Caixa 52g 10 Unidades,Alimentos,Básico da despensa,pa,,,7896089088335,1130391,www.paodeacucar.com,https://www.paodeacucar.com/produto/389387/cafe-em-capsula-torrado-e-moido-lungo-espresso-lor-caixa-52g-10-unidades,2026-03-06,30.99,30.99,24,23,https://monitor.precifica.com.br/index.php/Produtos?act=edit&id=15969277,,False
2013992,Café Pilão Torrado E Moído Tradicional Vácuo 250g,Alimentos,Básico da despensa,pa,,,7896089012637,2013992,www.paodeacucar.com,https://www.paodeacucar.com/produto/62387,2026-03-08,27.99,27.99,22,22,https://monitor.precifica.com.br/index.php/Produtos?act=edit&id=15969376,,False
2013992,Café Pilão Torrado E Moído Tradicional Vácuo 250g,Alimentos,Básico da despensa,pa,,,7896089012637,2013992,www.paodeacucar.com,https://www.paodeacucar.com/produto/62387,2026-03-07,27.99,27.99,24,24,https://monitor.precifica.com.br/index.php/Produtos?act=edit&id=15969376,,False
2013992,Café Pilão Torrado E Moído Tradicional Vácuo 250g,Alimentos,Básico da despensa,pa,,,7896089012637,2013992,www.paodeacucar.com,https://www.paodeacucar.com/produto/62387,2026-03-06,27.99,27.99,24,23,https://monitor.precifica.com.br/index.php/Produtos?act=edit&id=15969376,,False
3347201,Café Solúvel Granulado Forte Nescafé Tradição Vidro 100g,Alimentos,Básico da despensa,pa,,,7891000029329,3347201,www.paodeacucar.com,https://www.paodeacucar.com/produto/159455/cafe-soluvel-granulado-forte-nescafe-tradicao-vidro-100g,2026-03-08,27.19,27.19,22,7,https://monitor.precifica.com.br/index.php/Produtos?act=edit&id=15969419,,False
3347201,Café Solúvel Granulado Forte Nescafé Tradição Vidro 100g,Alimentos,Básico da despensa,pa,,,7891000029329,3347201,www.paodeacucar.com,https://www.paodeacucar.com/produto/159455/cafe-soluvel-granulado-forte-nescafe-tradicao-vidro-100g,2026-03-07,32.2,32.2,24,19,https://monitor.precifica.com.br/index.php/Produtos?act=edit&id=15969419,,False
3347201,Café Solúvel Granulado Forte Nescafé Tradição Vidro 100g,Alimentos,Básico da despensa,pa,,,7891000029329,3347201,www.paodeacucar.com,https://www.paodeacucar.com/produto/159455/cafe-soluvel-granulado-forte-nescafe-tradicao-vidro-100g,2026-03-06,30.75,30.75,24,21,https://monitor.precifica.com.br/index.php/Produtos?act=edit&id=15969419,,False
250719,Café Torrado e Moído Tradicional Pilão Pacote 500g,Alimentos,Básico da despensa,Pilão,,,7896089012019,250719,www.paodeacucar.com,https://www.paodeacucar.com/produto/152052/cafe-torrado-e-moido-tradicional-pilao-pacote-500g,2026-03-08,27.49,27.49,22,21,https://monitor.precifica.com.br/index.php/Produtos?act=edit&id=18681088,,False
250719,Café Torrado e Moído Tradicional Pilão Pacote 500g,Alimentos,Básico da despensa,Pilão,,,7896089012019,250719,www.paodeacucar.com,https://www.paodeacucar.com/produto/152052/cafe-torrado-e-moido-tradicional-pilao-pacote-500g,2026-03-07,27.49,27.49,24,24,https://monitor.precifica.com.br/index.php/Produtos?act=edit&id=18681088,,False
250719,Café Torrado e Moído Tradicional Pilão Pacote 500g,Alimentos,Básico da despensa,Pilão,,,7896089012019,250719,www.paodeacucar.com,https://www.paodeacucar.com/produto/152052/cafe-torrado-e-moido-tradicional-pilao-pacote-500g,2026-03-06,29.07,29.07,24,24,https://monitor.precifica.com.br/index.php/Produtos?act=edit&id=18681088,,False
4043447,Café Torrado e Moído a Vácuo Extraforte 3 Corações Pacote 500g,Alimentos,Básico da despensa,pa,,,7896005801826,4043447,www.paodeacucar.com,https://www.paodeacucar.com/produto/47882/cafe-torrado-e-moido-a-vacuo-extraforte-3-coracoes-pacote-500g,2026-03-08,27.99,27.99,22,21,https://monitor.precifica.com.br/index.php/Produtos?act=edit&id=15969460,,False
4043447,Café Torrado e Moído a Vácuo Extraforte 3 Corações Pacote 500g,Alimentos,Básico da despensa,pa,,,7896005801826,4043447,www.paodeacucar.com,https://www.paodeacucar.com/produto/47882/cafe-torrado-e-moido-a-vacuo-extraforte-3-coracoes-pacote-500g,2026-03-07,27.99,27.99,24,23,https://monitor.precifica.com.br/index.php/Produtos?act=edit&id=15969460,,False
4043447,Café Torrado e Moído a Vácuo Extraforte 3 Corações Pacote 500g,Alimentos,Básico da despensa,pa,,,7896005801826,4043447,www.paodeacucar.com,https://www.paodeacucar.com/produto/47882/cafe-torrado-e-moido-a-vacuo-extraforte-3-coracoes-pacote-500g,2026-03-06,31.17,31.17,24,22,https://monitor.precifica.com.br/index.php/Produtos?act=edit&id=15969460,,False
5682805,Café Torrado e Moído Melitta Sabor da Fazenda Caixa 500g,,,Melitta,,,7891021005517,5682805,www.paodeacucar.com,https://www.paodeacucar.com/produto/169573/cafe-torrado-e-moido-melitta-sabor-da-fazenda-caixa-500g,2026-03-08,41.99,41.99,22,22,https://monitor.precifica.com.br/index.php/Produtos?act=edit&id=19098958,,False
5682805,Café Torrado e Moído Melitta Sabor da Fazenda Caixa 500g,,,Melitta,,,7891021005517,5682805,www.paodeacucar.com,https://www.paodeacucar.com/produto/169573/cafe-torrado-e-moido-melitta-sabor-da-fazenda-caixa-500g,2026-03-07,41.99,41.99,24,24,https://monitor.precifica.com.br/index.php/Produtos?act=edit&id=19098958,,False
5682805,Café Torrado e Moído Melitta Sabor da Fazenda Caixa 500g,,,Melitta,,,7891021005517,5682805,www.paodeacucar.com,https://www.paodeacucar.com/produto/169573/cafe-torrado-e-moido-melitta-sabor-da-fazenda-caixa-500g,2026-03-06,41.99,41.99,3,2,https://monitor.precifica.com.br/index.php/Produtos?act=edit&id=19098958,,False
1148942,Café em Cápsula Torrado e Moído Espresso Fortíssimo Pilão Caixa 52g 10 Unidades,Alimentos,Básico da despensa,Pilão,,,7896089088410,1148942,www.paodeacucar.com,https://www.paodeacucar.com/produto/411988/cafe-em-capsula-torrado-e-moido-espresso-fortissimo-pilao-caixa-52g-10-unidades,2026-03-08,24.99,24.99,22,22,https://monitor.precifica.com.br/index.php/Produtos?act=edit&id=19098959,,False
1148942,Café em Cápsula Torrado e Moído Espresso Fortíssimo Pilão Caixa 52g 10 Unidades,Alimentos,Básico da despensa,Pilão,,,7896089088410,1148942,www.paodeacucar.com,https://www.paodeacucar.com/produto/411988/cafe-em-capsula-torrado-e-moido-espresso-fortissimo-pilao-caixa-52g-10-unidades,2026-03-07,24.99,24.99,24,24,https://monitor.precifica.com.br/index.php/Produtos?act=edit&id=19098959,,False
1148942,Café em Cápsula Torrado e Moído Espresso Fortíssimo Pilão Caixa 52g 10 Unidades,Alimentos,Básico da despensa,Pilão,,,7896089088410,1148942,www.paodeacucar.com,https://www.paodeacucar.com/produto/411988/cafe-em-capsula-torrado-e-moido-espresso-fortissimo-pilao-caixa-52g-10-unidades,2026-03-06,24.99,24.99,3,3,https://monitor.precifica.com.br/index.php/Produtos?act=edit&id=19098959,,False
1172534,Café em Cápsula Torrado e Moído Ristretto Espresso Descafeinado Lor Caixa 52g 10 Unidades,Alimentos,Básico da despensa,L'OR,,,8711000397466,1172534,www.paodeacucar.com,https://www.paodeacucar.com/produto/428374/cafe-em-capsula-torrado-e-moido-ristretto-espresso-descafeinado-lor-caixa-52g-10-unidades,2026-03-08,30.99,30.99,22,21,https://monitor.precifica.com.br/index.php/Produtos?act=edit&id=19098961,,True
1172534,Café em Cápsula Torrado e Moído Ristretto Espresso Descafeinado Lor Caixa 52g 10 Unidades,Alimentos,Básico da despensa,L'OR,,,8711000397466,1172534,www.paodeacucar.com,https://www.paodeacucar.com/produto/428374/cafe-em-capsula-torrado-e-moido-ristretto-espresso-descafeinado-lor-caixa-52g-10-unidades,2026-03-07,30.99,30.99,24,16,https://monitor.precifica.com.br/index.php/Produtos?act=edit&id=19098961,,True
1172534,Café em Cápsula Torrado e Moído Ristretto Espresso Descafeinado Lor Caixa 52g 10 Unidades,Alimentos,Básico da despensa,L'OR,,,8711000397466,1172534,www.paodeacucar.com,https://www.paodeacucar.com/produto/428374/cafe-em-capsula-torrado-e-moido-ristretto-espresso-descafeinado-lor-caixa-52g-10-unidades,2026-03-06,30.99,30.99,3,2,https://monitor.precifica.com.br/index.php/Produtos?act=edit&id=19098961,,True
1148940,Café em Cápsula Torrado e Moído Espresso Extraforte Pilão Caixa 104g 20 Unidades Embalagem Econômica,Alimentos,Básico da despensa,Pilão,,,7896089088434,1148940,www.paodeacucar.com,https://www.paodeacucar.com/produto/411987/cafe-em-capsula-torrado-e-moido-espresso-extraforte-pilao-caixa-104g-20-unidades-embalagem-economica,2026-03-08,45.99,45.99,22,22,https://monitor.precifica.com.br/index.php/Produtos?act=edit&id=19098962,,False
1148940,Café em Cápsula Torrado e Moído Espresso Extraforte Pilão Caixa 104g 20 Unidades Embalagem Econômica,Alimentos,Básico da despensa,Pilão,,,7896089088434,1148940,www.paodeacucar.com,https://www.paodeacucar.com/produto/411987/cafe-em-capsula-torrado-e-moido-espresso-extraforte-pilao-caixa-104g-20-unidades-embalagem-economica,2026-03-07,45.99,45.99,24,17,https://monitor.precifica.com.br/index.php/Produtos?act=edit&id=19098962,,False
1148940,Café em Cápsula Torrado e Moído Espresso Extraforte Pilão Caixa 104g 20 Unidades Embalagem Econômica,Alimentos,Básico da despensa,Pilão,,,7896089088434,1148940,www.paodeacucar.com,https://www.paodeacucar.com/produto/411987/cafe-em-capsula-torrado-e-moido-espresso-extraforte-pilao-caixa-104g-20-unidades-embalagem-economica,2026-03-06,45.99,45.99,3,2,https://monitor.precifica.com.br/index.php/Produtos?act=edit&id=19098962,,False
1194404,Café em Cápsula Torrado e Moído Starbucks Pike Place Roast Caixa 53g 10 Unidades,Alimentos,Básico da despensa,Starbucks,,,7613036961745,1194404,www.paodeacucar.com,https://www.paodeacucar.com/produto/441616/cafe-em-capsula-torrado-e-moido-starbucks-pike-place-roast-caixa-53g-10-unidades,2026-03-08,32.99,32.99,22,22,https://monitor.precifica.com.br/index.php/Produtos?act=edit&id=19098960,,False
1194404,Café em Cápsula Torrado e Moído Starbucks Pike Place Roast Caixa 53g 10 Unidades,Alimentos,Básico da despensa,Starbucks,,,7613036961745,1194404,www.paodeacucar.com,https://www.paodeacucar.com/produto/441616/cafe-em-capsula-torrado-e-moido-starbucks-pike-place-roast-caixa-53g-10-unidades,2026-03-07,32.99,32.99,24,21,https://monitor.precifica.com.br/index.php/Produtos?act=edit&id=19098960,,False
1194404,Café em Cápsula Torrado e Moído Starbucks Pike Place Roast Caixa 53g 10 Unidades,Alimentos,Básico da despensa,Starbucks,,,7613036961745,1194404,www.paodeacucar.com,https://www.paodeacucar.com/produto/441616/cafe-em-capsula-torrado-e-moido-starbucks-pike-place-roast-caixa-53g-10-unidades,2026-03-06,32.99,32.99,3,3,https://monitor.precifica.com.br/index.php/Produtos?act=edit&id=19098960,,False
1114200,Café Torrado e Moído Clássico Orfeu Caixa 250g,Alimentos,Básico da despensa,Orfeu,,,7898912704023,1114200,www.paodeacucar.com,https://www.paodeacucar.com/produto/349846/cafe-torrado-e-moido-classico-orfeu-caixa-250g,2026-03-08,43.99,43.99,22,22,https://monitor.precifica.com.br/index.php/Produtos?act=edit&id=19098963,,True
1114200,Café Torrado e Moído Clássico Orfeu Caixa 250g,Alimentos,Básico da despensa,Orfeu,,,7898912704023,1114200,www.paodeacucar.com,https://www.paodeacucar.com/produto/349846/cafe-torrado-e-moido-classico-orfeu-caixa-250g,2026-03-07,43.99,43.99,24,24,https://monitor.precifica.com.br/index.php/Produtos?act=edit&id=19098963,,True
1114200,Café Torrado e Moído Clássico Orfeu Caixa 250g,Alimentos,Básico da despensa,Orfeu,,,7898912704023,1114200,www.paodeacucar.com,https://www.paodeacucar.com/produto/349846/cafe-torrado-e-moido-classico-orfeu-caixa-250g,2026-03-06,43.99,43.99,3,2,https://monitor.precifica.com.br/index.php/Produtos?act=edit&id=19098963,,True
